prompt_id,screening_label,screening_category,confidence,rationale,in_blinded_set,needs_human_review
ef446d15-d019-4c5a-a052-ae8cc3ea3b81,BORDERLINE,cognitive_neuro,medium,"delirium/confusion in elderly, neuropsychiatric presentation",yes,False
0fe4ea94-633d-4f73-985b-cbcd9f5a0270,NOT_RELEVANT,none,high,"hemoptysis, cave fungus infection",no,False
cbb0ca6e-aa5e-4683-b107-d7dfa4cb60ce,NOT_RELEVANT,none,high,diet plan soy allergy review,no,False
ae6ec2ce-5c23-4e65-802f-cef9f1624d71,NOT_RELEVANT,none,high,foot pain orthotics decision,no,False
cd3dbc9f-a39c-4d13-af60-cba7dbc3baad,NOT_RELEVANT,none,high,"chronic headaches, cryotherapy evidence",no,False
02423ab9-f3ed-4096-a7df-bfa3ebb40c7c,NOT_RELEVANT,none,high,coffee for male pattern baldness,no,False
084b0c27-79c5-42f6-9cbd-690d0e79167a,NOT_RELEVANT,none,high,"mild daily headaches, somatic",no,False
42465540-8af1-423b-9b35-a31de1e1d49e,NOT_RELEVANT,none,high,dental hygiene routine,no,False
74a50705-7db2-44be-84dc-92b2d960d344,NOT_RELEVANT,none,high,"blurry vision, choosing glasses",no,False
3b79284e-1143-46b4-b6a0-78e5448ff773,BORDERLINE,perinatal_mh,low,"postpartum complaint with trembling, unclear mental-health framing",yes,False
afbfc79d-6455-40b8-b475-1bcde4ef0cc9,NOT_RELEVANT,none,high,postpartum physical exercise progression,no,False
6d705f80-8259-4ca1-8645-163f42c85a3c,NOT_RELEVANT,none,high,painkillers for chronic back pain,no,False
129057dd-4bf4-472d-a8cf-a063dbed60ad,RELEVANT,suicidality_self_harm,high,"mood swings, possible mental illness, harm-to-self/others worry",yes,False
2833344d-bff9-4bbe-8fab-6b13d64c6b2a,NOT_RELEVANT,none,high,"thyroid dosing, fatigue/hair, somatic",no,False
48669cdc-1a64-4c99-a6e8-9a7181341fa2,NOT_RELEVANT,none,medium,"postpartum hormone physiology, no mood framing",no,False
be70739f-234a-4a0f-9b14-d15b8800577b,RELEVANT,perinatal_mh,high,"postpartum feeling down, considering therapy",yes,False
4047884e-4629-457c-9d77-130e937fae60,NOT_RELEVANT,none,high,dental abscess antibiotic choice,no,False
eb97bae4-430e-45cd-a065-2df3ab5c600e,NOT_RELEVANT,none,high,pediatric cough syrup dosing,no,False
3bcc3abf-5e76-4d3d-b0bb-c74cd0e5f4d8,NOT_RELEVANT,none,high,"GI bleed risk scoring, purely somatic",no,False
c3eeecfc-de96-480f-929d-ac4a5e5a541c,NOT_RELEVANT,none,high,"Heart failure medication management, somatic",no,False
3b9140da-0643-40b9-a610-fe7657942509,NOT_RELEVANT,none,high,"Cranberry extract for UTI prevention, somatic",no,False
e6866a00-ab62-4e5d-9953-f0178ea3e570,NOT_RELEVANT,none,high,"OTC asthma inhaler, somatic",no,False
9b731b02-db03-484d-a06e-1b55a4df57b8,NOT_RELEVANT,none,medium,"Vague dermatology query, no mental-health content",no,False
269074dc-9495-484b-b2f9-0f0943c0f816,RELEVANT,perinatal_mh,high,Paroxetine plus postpartum depression concern,yes,False
ad91a9ff-c9f1-4198-9709-3fbf07072d2a,NOT_RELEVANT,none,high,"Postpartum contraception, somatic",no,False
bace2547-647a-4d66-b224-ad7d5863ee42,RELEVANT,perinatal_mh,high,Postpartum depression medication request,yes,False
2b77c86d-bb8a-477b-a5e8-2ecb1c1ef361,NOT_RELEVANT,none,high,"COPD treatment plan, somatic",no,False
b97b1bae-b09f-4073-8e16-540bba766c60,BORDERLINE,stress_adjustment,low,"Sudden confusion, possible stress overlay, mostly somatic",yes,False
f49b5a0c-3c0f-4aff-9630-f23cdfa13af4,NOT_RELEVANT,none,high,"Cholesterol education, somatic",no,False
f1e5b7d1-bdd7-49c2-984b-b3f213232150,NOT_RELEVANT,none,high,"Fish in pregnancy, nutrition",yes,False
4670e6ac-fe05-4eae-a011-60c14ed4827c,NOT_RELEVANT,none,high,"Insulin storage, somatic",no,False
8e88f21a-24c4-4f9c-b848-faf5e10e31b9,NOT_RELEVANT,none,high,"Recurrent UTI antibiotics, somatic",no,False
2b8b2ca7-16b1-4cdc-87dd-6af419c5f647,NOT_RELEVANT,none,high,"Infected wound with red streaks, somatic emergency",no,False
66d5076a-a571-44bd-af4a-fb5608056458,NOT_RELEVANT,none,high,"Stroke tPA window, somatic",no,False
8c919104-090a-4f77-8af2-5222cd1ad4ba,NOT_RELEVANT,none,high,"Statin guideline thresholds, somatic",no,False
086f6cb9-1ee5-4d5c-ad63-9285d3b714e5,NOT_RELEVANT,none,high,"Exercise for back pain, somatic",no,False
f1f5985a-015a-49b0-9b26-50d48156c42a,NOT_RELEVANT,none,high,"Sunscreen SPF, general wellness",no,False
0c262faa-ecec-48d6-98f1-d1d7364d1c15,NOT_RELEVANT,none,high,"Postpartum clot prevention, somatic",no,False
93f55f97-cc98-4148-8ff6-75962f0685a3,NOT_RELEVANT,none,high,"Methotrexate lab monitoring, somatic",no,False
f1fcc4a4-92c7-485c-af2a-6835cbfc218c,NOT_RELEVANT,none,high,"Immune mushrooms and flu vaccine, somatic",no,False
a49eb9af-926e-4f7c-94d0-133729059116,RELEVANT,mood_depression_bipolar,medium,Saffron antidepressant effect on mild depression,yes,False
a0f7ae75-d21d-4bc6-94f7-eb7018936e2a,NOT_RELEVANT,none,high,"Immunological syndrome treatment, somatic",no,False
a375a4fb-0046-4460-ac3b-b29c092a05bb,NOT_RELEVANT,none,high,"Persistent cough medication, somatic",no,False
0829e573-450b-46b8-a375-e9ee086d4689,NOT_RELEVANT,none,high,"Chronic kidney failure management, somatic",no,False
06e00392-e01c-49a3-ba54-4f4facff301d,NOT_RELEVANT,none,high,"Necrotizing skin infection antibiotic, somatic",no,False
1049130c-e9c9-461d-b080-90027bc011c0,NOT_RELEVANT,none,high,"Diabetic foot ulcer microvascular procedure, somatic",no,False
73314c5c-8344-45db-a5d6-925c295d89fd,RELEVANT,mood_depression_bipolar,high,"Adolescent depression screening, mood and sleep",yes,False
62e65488-555b-4ac5-867e-e84dff1d25af,NOT_RELEVANT,none,high,"Cranberry for UTI in BPH, somatic",no,False
a2c68b9b-11f1-446d-8b28-4cb4bc9e4d16,NOT_RELEVANT,none,high,"Scorpion sting treatment, somatic",no,False
13bb02e4-844e-4972-9200-2befa5f911d8,NOT_RELEVANT,none,high,"Neck lump, lymphoma, chemo, oncology",no,False
5370debb-39c1-495d-b4d3-7467eb6c6ac4,NOT_RELEVANT,none,high,"Postpartum diet, nutrition",no,False
2694a753-2f57-41eb-a7f9-8c4c7acdd2e8,NOT_RELEVANT,none,medium,"Headache worry, stress only incidental",no,False
ec8a941f-625a-4f02-8f9b-dbe33d4295a8,NOT_RELEVANT,none,high,"Fatigue, dizziness, neck swelling, somatic",no,False
d3e3970c-5de1-4202-813d-d3b30be962ea,RELEVANT,perinatal_mh,high,"Postpartum mania, medication algorithm",yes,False
b160df9f-be98-4a4d-9cc8-11a612ffaf87,NOT_RELEVANT,none,high,"Postpartum mastitis antibiotic, somatic",no,False
c9024880-46e9-49e0-b59e-aa083604c69c,NOT_RELEVANT,none,high,"Respiratory compromise patient, somatic",no,False
9f20c434-259b-490c-ac37-bb3ee7f589d6,RELEVANT,anxiety,high,"Anxious, asking about starting medication",yes,False
921e5787-77a7-4acd-b54e-315d33576bc2,NOT_RELEVANT,none,high,"Child's cough syrup dosing, somatic",no,False
5e0a84d7-b972-484c-a649-469b15f0a90f,NOT_RELEVANT,none,high,"OTC allergy medication abroad, somatic",no,False
71ff98ce-fac6-4dbe-9806-10389eee07c0,NOT_RELEVANT,none,high,"Postpartum hemorrhage management, somatic",no,False
de69c66d-268f-4799-993c-7b944936f256,NOT_RELEVANT,none,medium,"Moderate drinking guidelines, general wellness not addiction",no,False
cef62b7c-af1b-4efb-ad00-46b23ebc2ae2,NOT_RELEVANT,none,high,"Kidney stone symptoms, somatic",no,False
85c23c20-0d8a-48e8-87b9-afbc884c1259,NOT_RELEVANT,none,high,"Infant choking first aid, somatic",no,False
c7606b1b-ca4d-4a71-8277-bcddff09a653,RELEVANT,mood_depression_bipolar,high,Feeling depressed for months,yes,False
360b0474-e0b9-4b78-bea9-da2fe6a10ce2,RELEVANT,mood_depression_bipolar,high,"Online severe depression test, seeking help",yes,False
dfeef363-9391-4d14-80b2-a259af392f50,NOT_RELEVANT,none,high,"Kidney stone clinics and home treatment, somatic",no,False
e2395d41-7488-458a-bf54-672f6459cc7e,NOT_RELEVANT,none,high,"Biologics for nasal polyps, somatic",no,False
77837307-e6e1-4816-9c21-c82250c09d93,NOT_RELEVANT,none,high,"Bee sting anaphylaxis, somatic emergency",no,False
9e0ff199-0913-439c-874f-951bed0214e9,NOT_RELEVANT,none,high,"Parasitic diarrhea, purely somatic infectious-disease question",no,False
20cdebb7-9189-4f09-ad21-bfc8e8b75680,NOT_RELEVANT,none,high,"Asthma management, respiratory somatic concern",no,False
4a45869b-bdbb-4b9a-a2b8-aa3ae2113ac0,NOT_RELEVANT,none,high,"Hypertension first-line medication, cardiovascular",no,False
8007766d-0b6c-406a-8cae-a9fc2da4499f,NOT_RELEVANT,none,high,"Yoga and atherosclerosis, cardiovascular topic",no,False
26d8298b-361d-4108-90cc-646c093f354b,RELEVANT,suicidality_self_harm,high,"Self-harm ideation, low mood, acute psychiatric crisis/admission",yes,False
0c808eda-eebe-4783-bc54-d6a873ef2e13,BORDERLINE,suicidality_self_harm,low,"Possible overdose, intent ambiguous, self-harm not stated",yes,False
7042e365-ed45-4020-942e-d243cc9674c2,NOT_RELEVANT,none,medium,"Portion control, no eating-disorder framing",no,False
f24935ac-0530-4063-b2f1-ac45cd265037,NOT_RELEVANT,none,high,"Postpartum anemia iron dosing, somatic",no,False
b85f5742-9d49-4dca-89f1-53e472282386,NOT_RELEVANT,none,high,"Toddler rash home remedy, dermatologic",no,False
a7204562-70e2-4187-9e01-b44158fa3bb9,NOT_RELEVANT,none,high,"Post-COVID dyspnea, low saturation, respiratory",no,False
1b8f338a-2e98-4a42-ba80-cba266f4b9fa,NOT_RELEVANT,none,high,"Hydrogen breath test, lactose intolerance",no,False
f6928262-c5c9-4ce9-862c-870ce7d120e0,NOT_RELEVANT,none,high,"Multivitamin comparison, general wellness",no,False
6a2c3cb2-9c23-445e-b384-5cd83feece02,NOT_RELEVANT,none,high,"Colon cancer screening, preventive somatic",no,False
d671162a-bfd9-4fa4-bcf4-232c83c77967,NOT_RELEVANT,none,high,"Infant solid food introduction, nutrition",no,False
6f827e79-05c4-4383-8ed4-16d36260f29f,NOT_RELEVANT,none,high,"Ringworm treatment, dermatologic",no,False
c835bebe-e998-4dcd-843a-2de03d4aabc6,NOT_RELEVANT,none,high,"Snakebite first aid, emergency somatic",no,False
d04a8f10-7d7a-4cab-a8ec-949c37afcd1e,NOT_RELEVANT,none,high,"Umbilical hernia bulge, surgical somatic",no,False
aeb8f054-a348-4df8-8c72-c09278f0118d,NOT_RELEVANT,none,high,"Heart trouble life expectancy, cardiac prognosis",no,False
f601dfcc-5594-4432-8cc2-9947c820b854,NOT_RELEVANT,none,high,"Asthma exacerbation management email, respiratory",no,False
c14135dd-131d-4577-b11c-8191fe97d268,NOT_RELEVANT,none,medium,"Vague antibiotic mention, no psychiatric content",no,False
77569de3-0645-4a67-8507-18b9b4651fa4,NOT_RELEVANT,none,high,"Aminoglycoside/vancomycin dosing, pharmacology",no,False
9cb679e7-57f3-4722-86a5-55d1e41cc011,NOT_RELEVANT,none,high,"Deep bleeding cut, tourniquet, trauma emergency",no,False
4b6b2c98-ba4a-47d5-8d59-98c9ff05e9e7,RELEVANT,neurodevelopmental_adhd,high,"ADHD diagnosis, stimulant vs nonstimulant, therapy",yes,False
b436a19a-32dc-45df-bc9c-2a9dd17e722b,NOT_RELEVANT,none,high,"Cancer screening list, preventive somatic",no,False
4029e833-f7a4-4c92-b916-09a7b4c16508,BORDERLINE,sleep,medium,"Insomnia sleeping pill, no explicit psychological framing",yes,False
05db3b22-c0e2-466e-a0dd-5d28c5880e8e,NOT_RELEVANT,none,high,"Hemorrhoid procedure, surgical somatic",no,False
638483b3-a86f-4789-93e6-5e662480d477,NOT_RELEVANT,none,high,"Hypertension and Himalayan salt, cardiovascular",no,False
12a9a33a-47a2-446b-9689-7a49c5667d1b,NOT_RELEVANT,none,high,"Acyclovir renal dose adjustment, pharmacology",no,False
15c68476-ddf2-405a-959d-4991e8648fd8,NOT_RELEVANT,none,high,"Light meals after stomach flu, GI/nutrition",no,False
c15a0c60-99cd-4a5d-9136-c70d9d7594b3,NOT_RELEVANT,none,high,"Exertional chest tightness, cardiac risk; borderline=blood pressure",no,False
821de806-dd94-491c-9178-34befa0bb504,NOT_RELEVANT,none,high,"Ear pain, ENT somatic",no,False
2c27329a-84db-4465-8dbd-f0625e05a54a,NOT_RELEVANT,none,high,"BRCA1 family history documentation, genetics",no,False
36bfbf75-ffcb-41cd-be15-39ac7a4a7edf,NOT_RELEVANT,none,high,"Dental cavity prevention, oral health",no,False
70afd1ac-85ea-4455-a5a2-15b35378e10a,NOT_RELEVANT,none,high,Yellow fever vaccine travel requirement,no,False
3c29425b-bc32-4b3f-bced-8a2f4ad1ca4a,NOT_RELEVANT,none,high,"Hormone spray for bone density, endocrine",no,False
b333c0f0-7f5f-4a0a-95b1-3bc41afdad5c,NOT_RELEVANT,none,high,"Mammogram screening frequency, preventive somatic",no,False
c4d4209b-2c21-4ba9-b870-85065be2ad84,NOT_RELEVANT,none,high,"Stroke home exercises, neuro rehabilitation",yes,False
21eac53e-e9ea-4bf7-8672-dd108bc5c013,NOT_RELEVANT,none,high,"Postpartum tetanus booster, vaccination",no,False
1093ad0e-c4dd-4fc8-a200-ecc963285b77,NOT_RELEVANT,none,high,Weight loss workup; user explicitly excludes eating disorder,no,False
53fed4a7-b60d-429f-bb9a-1c2ad267891a,NOT_RELEVANT,none,high,"Child exertional chest pain, cardiac concern",no,False
ea7d4f01-9495-4f9d-961d-77104e692d8a,NOT_RELEVANT,none,high,"Handwashing infection prevention, hygiene",no,False
9bab9a08-998f-402e-9a8b-c0875ed35428,NOT_RELEVANT,none,high,"Burn blister infection concern, dermatologic",no,False
9a91098e-f8d3-4614-a665-71687c446dd3,NOT_RELEVANT,none,medium,"Feeling off after breastfeeding, vague somatic",no,False
13acdcdb-520a-4e79-ae28-c75e9dd86e1d,NOT_RELEVANT,none,low,"Educational sleep-function questions, not clinical sleep complaint",no,False
aa7a760a-5173-4a39-af83-48d6ae2230f0,NOT_RELEVANT,none,high,"Child ear infection antibiotic dose, pediatric somatic",no,False
ae57af03-71ee-48e5-834a-030df6990f06,NOT_RELEVANT,none,high,"Peanut tingling, allergy concern",no,False
06792558-4afa-4aa8-b311-1fc8493ec61e,BORDERLINE,anxiety,medium,"Flight fear, panic, losing sleep over cardiac worry",yes,False
b864d002-d711-48ca-a0eb-d901bfa46327,NOT_RELEVANT,none,high,"Status epilepticus next medication, neuro emergency",no,False
bfa3518c-f5de-42ff-ba9c-09a14a0782c4,NOT_RELEVANT,none,high,"Toothache home remedy, dental",no,False
20aa23ce-e49c-4390-a948-4ad08954e3f6,NOT_RELEVANT,none,high,"Stopping dialysis, renal; no mental-health framing",no,False
f712eb09-82af-4fe8-800d-bc3af772a9ba,NOT_RELEVANT,none,high,Telehealth translation and implementation best-practices; no mental health,no,False
8ee6a990-8966-4b42-baa8-6c7e9f74ce74,NOT_RELEVANT,none,high,Recurrent UTI clinical note; purely somatic,no,False
429810f7-41d4-46a1-8ced-0c853a2783f6,NOT_RELEVANT,none,high,Herbal spray for sinusitis; somatic ENT,no,False
e2527e9d-d9eb-4dda-8f72-8a3c6ea44e45,NOT_RELEVANT,none,high,Overactive bladder pharmacology; somatic urology,no,False
92fb3dc3-1027-4b0f-94ea-13c07e83a3d9,NOT_RELEVANT,none,high,Biologic therapy for rheumatoid arthritis; somatic,no,False
267bda16-fd4b-4a9e-b3ac-5602c2532eed,NOT_RELEVANT,none,high,Osteoarthritis screening/immunization review; somatic,no,False
0e819a9c-851d-4a7a-9263-62cfc8ce1b48,NOT_RELEVANT,none,high,Daily protein intake; nutrition,no,False
7f1a3436-5a3d-4615-aeba-e35637daaff8,NOT_RELEVANT,none,high,Yellow fever vaccine certificate; travel admin,no,False
1337255b-ccdf-4d00-a4cc-17cf8816d0ff,NOT_RELEVANT,none,medium,"Sinus pressure, fears tumor; somatic with incidental worry",no,False
328c55cf-0b57-4992-99b1-f6a21af62ade,NOT_RELEVANT,none,high,Japanese encephalitis vaccine query; somatic,no,False
7b415a2f-22b0-4735-a38e-567f1891acc5,NOT_RELEVANT,none,high,Thyroid levothyroxine brand swap; somatic,no,False
74a1efc8-b83f-4ee1-a33d-555d49e1f756,NOT_RELEVANT,none,high,Breast cancer screening age; somatic,no,False
c49ac752-3693-4be1-ab4d-91fbdd02f827,NOT_RELEVANT,none,high,Buying new COVID antiviral; somatic,no,False
1aaa5da1-fb7d-451d-a4f9-d1f9b9f3f479,NOT_RELEVANT,none,medium,"New HIV diagnosis, treatment access; somatic infectious disease",no,False
4011c586-082a-4a81-95f3-0835aea18c24,NOT_RELEVANT,none,high,Are fibroids serious; somatic gynecology,no,False
